FLIGHT_ID,MONTH,DAY,DAY_OF_WEEK,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
9455,1,4,7,4.0,10.0,545,0,2015
9456,1,27,2,-5.0,16.0,782,0,2015
9457,1,6,2,-1.0,11.0,558,0,2015
9458,1,20,2,37.0,10.0,347,1,2015
9459,1,11,7,17.0,14.0,287,0,2015
9460,1,25,7,2.0,13.0,252,0,2015
9461,1,8,4,15.0,11.0,198,0,2015
9462,1,30,5,103.0,18.0,507,1,2015
9463,1,14,3,-5.0,10.0,471,0,2015
9464,1,21,3,0.0,17.0,295,0,2015
9465,1,30,5,-2.0,11.0,853,0,2015
9466,1,14,3,-4.0,14.0,917,0,2015
9467,1,12,1,-1.0,13.0,1097,0,2015
9468,1,29,4,-1.0,23.0,1620,0,2015
9469,1,3,6,54.0,13.0,208,1,2015
9470,1,23,5,2.0,14.0,867,0,2015
9471,1,12,1,2.0,10.0,423,0,2015
9472,1,3,6,44.0,26.0,283,1,2015
9473,1,8,4,-2.0,14.0,1310,0,2015
9474,1,17,6,-8.0,12.0,337,0,2015
9475,1,15,4,-2.0,15.0,247,0,2015
9476,1,2,5,8.0,7.0,511,0,2015
9477,1,19,1,-4.0,24.0,1460,0,2015
9478,1,28,3,-5.0,9.0,862,0,2015
9479,1,19,1,4.0,7.0,1091,0,2015
9480,1,25,7,-6.0,14.0,1205,0,2015
9481,1,15,4,36.0,48.0,2588,1,2015
9482,1,15,4,5.0,25.0,672,1,2015
9483,1,3,6,7.0,9.0,248,1,2015
9484,1,21,3,-5.0,13.0,1235,0,2015
9485,1,1,4,17.0,9.0,883,1,2015
9486,1,28,3,-2.0,9.0,587,0,2015
9487,1,2,5,2.0,18.0,332,0,2015
9488,1,10,6,0.0,15.0,689,0,2015
9489,1,11,7,-15.0,10.0,1709,0,2015
9490,1,14,3,-8.0,33.0,733,0,2015
9491,1,22,4,-3.0,14.0,626,0,2015
9492,1,9,5,84.0,44.0,2475,1,2015
9493,1,19,1,8.0,13.0,867,0,2015
9494,1,2,5,-1.0,18.0,946,1,2015
9495,1,13,2,-8.0,19.0,2404,0,2015
9496,1,25,7,6.0,8.0,407,0,2015
9497,1,4,7,140.0,7.0,1134,1,2015
9498,1,11,7,87.0,19.0,315,1,2015
9499,1,10,6,6.0,15.0,212,0,2015
9500,1,12,1,-3.0,18.0,337,0,2015
9501,1,22,4,-4.0,9.0,404,0,2015
9502,1,22,4,-9.0,33.0,1598,0,2015
9503,1,3,6,42.0,10.0,333,1,2015
9504,1,11,7,-4.0,15.0,86,0,2015
9505,1,6,2,93.0,63.0,762,1,2015
9506,1,22,4,1.0,11.0,1892,0,2015
9507,1,26,1,0.0,29.0,861,0,2015
9508,1,8,4,-4.0,15.0,1416,0,2015
9509,1,2,5,9.0,14.0,308,1,2015
9510,1,2,5,-1.0,40.0,228,1,2015
9511,1,31,6,-3.0,8.0,551,0,2015
9512,1,30,5,13.0,19.0,899,0,2015
9513,1,11,7,-2.0,20.0,1671,0,2015
9514,1,29,4,-5.0,11.0,1107,0,2015
9515,1,5,1,-3.0,23.0,164,0,2015
9516,1,8,4,6.0,9.0,325,0,2015
9517,1,2,5,3.0,9.0,372,0,2015
9518,1,24,6,-7.0,9.0,1721,0,2015
9519,1,18,7,0.0,12.0,534,0,2015
9520,1,11,7,-5.0,13.0,147,0,2015
9521,1,23,5,96.0,22.0,451,1,2015
9522,1,19,1,-5.0,13.0,456,0,2015
9523,1,28,3,-7.0,20.0,2296,0,2015
9524,1,12,1,-1.0,8.0,1209,0,2015
9525,1,17,6,-1.0,15.0,86,0,2015
9526,1,5,1,60.0,15.0,989,1,2015
9527,1,28,3,-6.0,14.0,594,0,2015
9528,1,1,4,9.0,11.0,270,0,2015
9529,1,6,2,4.0,61.0,762,1,2015
9530,1,20,2,-5.0,11.0,2607,0,2015
9531,1,30,5,-10.0,31.0,327,0,2015
9532,1,5,1,-4.0,12.0,447,0,2015
9533,1,24,6,21.0,14.0,2398,1,2015
9534,1,4,7,93.0,33.0,413,1,2015
9535,1,3,6,-3.0,31.0,391,1,2015
9536,1,17,6,-7.0,12.0,397,0,2015
9537,1,1,4,-2.0,20.0,986,0,2015
9538,1,2,5,-16.0,13.0,476,0,2015
9539,1,4,7,71.0,13.0,862,1,2015
9540,1,21,3,-5.0,10.0,404,0,2015
9541,1,25,7,-6.0,10.0,1149,0,2015
9542,1,19,1,2.0,21.0,1379,0,2015
9543,1,9,5,-2.0,14.0,2556,0,2015
9544,1,14,3,-5.0,21.0,956,0,2015
9545,1,5,1,23.0,7.0,283,0,2015
9546,1,27,2,-4.0,15.0,633,0,2015
9547,1,8,4,-7.0,12.0,867,1,2015
9548,1,20,2,-1.0,31.0,2586,0,2015
9549,1,18,7,-3.0,12.0,474,0,2015
9550,1,13,2,1.0,18.0,109,0,2015
9551,1,9,5,-6.0,23.0,201,0,2015
9552,1,9,5,-3.0,6.0,2355,0,2015
9553,1,2,5,158.0,11.0,2349,1,2015
9554,1,26,1,-5.0,11.0,1927,0,2015
9555,1,21,3,1.0,44.0,862,1,2015
9556,1,23,5,-2.0,15.0,1171,0,2015
9557,1,15,4,13.0,27.0,516,1,2015
9558,1,7,3,-5.0,15.0,192,0,2015
9559,1,29,4,-2.0,19.0,526,0,2015
9560,1,27,2,-4.0,10.0,328,0,2015
9561,1,1,4,9.0,11.0,643,0,2015
9562,1,26,1,-7.0,17.0,237,0,2015
9563,1,29,4,-5.0,39.0,399,1,2015
9564,1,5,1,23.0,29.0,746,1,2015
9565,1,10,6,-2.0,14.0,1616,0,2015
9566,1,27,2,-3.0,16.0,1972,0,2015
9567,1,28,3,-8.0,8.0,785,0,2015
9568,1,20,2,-8.0,19.0,2475,0,2015
9569,1,29,4,15.0,19.0,785,1,2015
9570,1,9,5,0.0,21.0,214,0,2015
9571,1,30,5,-7.0,18.0,925,0,2015
9572,1,26,1,-5.0,12.0,102,0,2015
9573,1,20,2,2.0,10.0,1024,0,2015
9574,1,20,2,-1.0,13.0,867,0,2015
9575,1,10,6,5.0,10.0,1127,0,2015
9576,1,18,7,49.0,29.0,414,1,2015
9577,1,30,5,-5.0,8.0,992,0,2015
9578,1,20,2,-6.0,29.0,430,0,2015
9579,1,19,1,111.0,7.0,787,1,2015
9580,1,18,7,-8.0,14.0,1102,0,2015
9581,1,15,4,-6.0,12.0,819,0,2015
9582,1,23,5,75.0,8.0,1024,1,2015
9583,1,5,1,0.0,9.0,404,0,2015
9584,1,1,4,-6.0,18.0,1416,0,2015
9585,1,9,5,2.0,21.0,838,1,2015
9586,1,11,7,-1.0,19.0,337,0,2015
9587,1,1,4,-9.0,12.0,624,0,2015
9588,1,13,2,148.0,8.0,460,1,2015
9589,1,13,2,1.0,12.0,529,0,2015
9590,1,27,2,-7.0,18.0,1535,0,2015
9591,1,10,6,63.0,16.0,288,1,2015
9592,1,25,7,24.0,19.0,447,1,2015
9593,1,13,2,-7.0,18.0,771,0,2015
9594,1,26,1,1.0,21.0,1055,0,2015
9595,1,7,3,-6.0,14.0,84,0,2015
9596,1,4,7,1.0,18.0,486,0,2015
9597,1,22,4,9.0,18.0,1535,1,2015
9598,1,19,1,-1.0,8.0,621,0,2015
9599,1,22,4,-16.0,7.0,407,0,2015
9600,1,16,5,5.0,17.0,1201,0,2015
9601,1,2,5,0.0,22.0,2486,0,2015
9602,1,21,3,-2.0,17.0,190,0,2015
9603,1,25,7,-4.0,12.0,341,0,2015
9604,1,15,4,7.0,16.0,1489,0,2015
9605,1,14,3,-3.0,10.0,174,0,2015
9606,1,21,3,-9.0,14.0,636,0,2015
9607,1,26,1,1.0,18.0,308,0,2015
9608,1,22,4,-5.0,9.0,601,0,2015
9609,1,1,4,49.0,14.0,1635,1,2015
9610,1,18,7,11.0,12.0,184,0,2015
9611,1,12,1,-2.0,11.0,1733,0,2015
9612,1,19,1,140.0,30.0,1464,1,2015
9613,1,16,5,-7.0,10.0,354,0,2015
9614,1,27,2,15.0,16.0,224,0,2015
9615,1,28,3,-15.0,19.0,937,0,2015
9616,1,30,5,-4.0,22.0,462,0,2015
9617,1,4,7,35.0,12.0,2611,1,2015
9618,1,28,3,-11.0,27.0,207,0,2015
9619,1,4,7,81.0,7.0,957,1,2015
9620,1,30,5,-4.0,32.0,834,0,2015
9621,1,24,6,-8.0,15.0,1671,0,2015
9622,1,29,4,2.0,15.0,406,0,2015
9623,1,27,2,-8.0,9.0,1184,0,2015
9624,1,25,7,-3.0,13.0,700,0,2015
9625,1,19,1,2.0,12.0,874,0,2015
9626,1,5,1,-14.0,8.0,419,0,2015
9627,1,18,7,58.0,27.0,2521,1,2015
9628,1,15,4,-9.0,44.0,436,0,2015
9629,1,23,5,-2.0,29.0,1750,0,2015
9630,1,16,5,-6.0,17.0,299,0,2015
9631,1,2,5,-8.0,17.0,599,0,2015
9632,1,20,2,4.0,15.0,369,0,2015
9633,1,10,6,-5.0,13.0,250,0,2015
9634,1,23,5,-4.0,21.0,399,0,2015
9635,1,15,4,-6.0,28.0,547,0,2015
9636,1,30,5,-2.0,15.0,2521,0,2015
9637,1,15,4,-4.0,6.0,296,0,2015
9638,1,16,5,-3.0,21.0,2402,0,2015
9639,1,25,7,-2.0,13.0,2586,0,2015
9640,1,4,7,155.0,11.0,460,1,2015
9641,1,28,3,8.0,24.0,762,0,2015
9642,1,7,3,-10.0,13.0,351,0,2015
9643,1,15,4,-5.0,11.0,177,0,2015
9644,1,7,3,17.0,11.0,667,0,2015
9645,1,10,6,-9.0,10.0,258,0,2015
9646,1,19,1,8.0,18.0,809,0,2015
9647,1,30,5,0.0,10.0,1400,0,2015
9648,1,3,6,0.0,17.0,552,1,2015
9649,1,8,4,4.0,18.0,1660,0,2015
9650,1,15,4,-3.0,17.0,632,0,2015
9651,1,21,3,16.0,20.0,1620,1,2015
9652,1,24,6,-8.0,36.0,395,0,2015
9653,1,25,7,-5.0,17.0,1299,0,2015
9654,1,10,6,0.0,15.0,356,0,2015
9655,1,14,3,27.0,14.0,2454,0,2015
9656,1,20,2,0.0,19.0,1587,0,2015
9657,1,27,2,19.0,18.0,137,1,2015
9658,1,27,2,31.0,10.0,927,1,2015
9659,1,14,3,-3.0,9.0,581,0,2015
9660,1,27,2,7.0,16.0,120,0,2015
9661,1,3,6,2.0,14.0,2007,0,2015
9662,1,9,5,-5.0,12.0,707,0,2015
9663,1,22,4,-1.0,15.0,954,0,2015
9664,1,22,4,-6.0,9.0,606,0,2015
9665,1,30,5,-8.0,23.0,1136,0,2015
9666,1,23,5,-10.0,24.0,592,0,2015
9667,1,8,4,18.0,17.0,883,0,2015
9668,1,16,5,-6.0,18.0,814,0,2015
9669,1,26,1,-7.0,57.0,210,1,2015
9670,1,24,6,-5.0,10.0,628,0,2015
9671,1,16,5,-4.0,11.0,861,0,2015
9672,1,13,2,-4.0,10.0,1149,0,2015
9673,1,6,2,3.0,15.0,1303,0,2015
9674,1,13,2,11.0,29.0,719,1,2015
9675,1,30,5,0.0,12.0,651,0,2015
9676,1,7,3,-2.0,13.0,577,0,2015
9677,1,22,4,-5.0,11.0,1009,0,2015
9678,1,4,7,7.0,8.0,425,0,2015
9679,1,18,7,-8.0,11.0,224,0,2015
9680,1,8,4,185.0,12.0,1723,1,2015
9681,1,3,6,-6.0,10.0,1074,0,2015
9682,1,3,6,-3.0,16.0,341,0,2015
9683,1,10,6,-10.0,15.0,411,0,2015
9684,1,25,7,-14.0,13.0,489,1,2015
9685,1,4,7,23.0,30.0,926,1,2015
9686,1,8,4,36.0,9.0,462,1,2015
9687,1,16,5,-1.0,15.0,834,0,2015
9688,1,20,2,-3.0,12.0,1416,0,2015
9689,1,10,6,28.0,18.0,987,1,2015
9690,1,22,4,-3.0,25.0,2077,0,2015
9691,1,10,6,-1.0,22.0,134,0,2015
9692,1,26,1,29.0,70.0,502,1,2015
9693,1,29,4,25.0,10.0,283,1,2015
9694,1,26,1,0.0,11.0,446,1,2015
9695,1,29,4,-1.0,10.0,723,0,2015
9696,1,2,5,0.0,16.0,2342,0,2015
9697,1,20,2,-8.0,18.0,489,0,2015
9698,1,16,5,-8.0,14.0,606,0,2015
9699,1,3,6,6.0,19.0,95,0,2015
9700,1,2,5,-15.0,12.0,198,0,2015
9701,1,21,3,24.0,40.0,862,1,2015
9702,1,15,4,11.0,7.0,302,0,2015
9703,1,25,7,5.0,16.0,2419,0,2015
9704,1,29,4,136.0,17.0,2335,1,2015
9705,1,2,5,23.0,12.0,602,1,2015
9706,1,25,7,-6.0,8.0,1476,0,2015
9707,1,1,4,-1.0,26.0,2079,0,2015
9708,1,27,2,-5.0,10.0,700,0,2015
9709,1,29,4,5.0,39.0,861,0,2015
9710,1,24,6,-8.0,21.0,954,0,2015
9711,1,14,3,-9.0,15.0,522,0,2015
9712,1,21,3,-4.0,10.0,678,0,2015
9713,1,4,7,22.0,17.0,309,1,2015
9714,1,8,4,66.0,12.0,606,1,2015
9715,1,10,6,62.0,10.0,368,1,2015
9716,1,14,3,-3.0,16.0,1235,0,2015
9717,1,17,6,5.0,18.0,2677,0,2015
9718,1,18,7,-2.0,24.0,406,1,2015
9719,1,19,1,5.0,7.0,1476,0,2015
9720,1,31,6,-2.0,13.0,1028,0,2015
9721,1,10,6,-4.0,6.0,373,0,2015
9722,1,8,4,0.0,12.0,862,0,2015
9723,1,22,4,-4.0,11.0,1334,0,2015
9724,1,22,4,-6.0,18.0,567,0,2015
9725,1,31,6,-4.0,10.0,668,0,2015
9726,1,2,5,0.0,19.0,281,0,2015
9727,1,3,6,17.0,38.0,1120,1,2015
9728,1,20,2,-5.0,13.0,2398,0,2015
9729,1,8,4,-4.0,13.0,1171,0,2015
9730,1,27,2,107.0,14.0,304,1,2015
9731,1,28,3,-3.0,12.0,447,0,2015
9732,1,2,5,0.0,13.0,500,0,2015
9733,1,22,4,-8.0,8.0,543,0,2015
9734,1,2,5,11.0,15.0,853,0,2015
9735,1,22,4,1.0,20.0,2139,0,2015
9736,1,1,4,124.0,16.0,1587,1,2015
9737,1,5,1,-7.0,14.0,2227,0,2015
9738,1,17,6,0.0,17.0,925,0,2015
9739,1,3,6,12.0,15.0,223,1,2015
9740,1,14,3,4.0,13.0,644,0,2015
9741,1,13,2,17.0,12.0,1076,0,2015
9742,1,12,1,55.0,27.0,177,1,2015
9743,1,13,2,-5.0,6.0,888,0,2015
9744,1,4,7,35.0,6.0,580,1,2015
9745,1,14,3,9.0,20.0,1076,1,2015
9746,1,5,1,-2.0,13.0,1069,0,2015
9747,1,2,5,29.0,28.0,821,1,2015
9748,1,20,2,0.0,13.0,725,0,2015
9749,1,25,7,-3.0,29.0,2239,0,2015
9750,1,15,4,-1.0,21.0,1416,0,2015
9751,1,26,1,-7.0,8.0,691,0,2015
9752,1,15,4,18.0,15.0,373,1,2015
9753,1,19,1,25.0,11.0,296,0,2015
9754,1,20,2,-5.0,29.0,1300,0,2015
9755,1,31,6,-7.0,21.0,599,0,2015
9756,1,6,2,-5.0,11.0,813,0,2015
9757,1,1,4,10.0,8.0,196,0,2015
9758,1,21,3,4.0,17.0,404,0,2015
9759,1,21,3,90.0,16.0,1276,1,2015
9760,1,22,4,-4.0,20.0,308,0,2015
9761,1,16,5,-6.0,20.0,84,1,2015
9762,1,31,6,-1.0,29.0,589,0,2015
9763,1,30,5,146.0,8.0,1044,1,2015
9764,1,23,5,19.0,24.0,1399,1,2015
9765,1,8,4,37.0,15.0,258,1,2015
9766,1,25,7,-7.0,14.0,224,0,2015
9767,1,13,2,0.0,14.0,175,0,2015
9768,1,17,6,1.0,6.0,220,0,2015
9769,1,11,7,0.0,12.0,406,0,2015
9770,1,13,2,-10.0,7.0,127,0,2015
9771,1,27,2,-7.0,14.0,462,0,2015
9772,1,24,6,-1.0,13.0,308,0,2015
9773,1,7,3,14.0,19.0,325,1,2015
9774,1,23,5,-6.0,26.0,451,0,2015
9775,1,5,1,5.0,30.0,1089,1,2015
9776,1,8,4,-5.0,11.0,919,0,2015
9777,1,10,6,-6.0,8.0,425,0,2015
9778,1,30,5,2.0,16.0,404,0,2015
9779,1,27,2,-19.0,15.0,1012,0,2015
9780,1,30,5,59.0,44.0,659,1,2015
9781,1,23,5,-5.0,14.0,356,0,2015
9782,1,4,7,-3.0,21.0,2447,0,2015
9783,1,29,4,-5.0,15.0,170,0,2015
9784,1,19,1,7.0,11.0,227,0,2015
9785,1,19,1,5.0,17.0,1855,0,2015
9786,1,15,4,-2.0,13.0,911,1,2015
9787,1,31,6,-6.0,15.0,197,0,2015
9788,1,23,5,-2.0,22.0,1416,1,2015
9789,1,9,5,8.0,8.0,1592,0,2015
9790,1,17,6,11.0,14.0,528,0,2015
9791,1,30,5,-3.0,20.0,636,0,2015
9792,1,19,1,1.0,25.0,565,0,2015
9793,1,21,3,0.0,10.0,100,0,2015
9794,1,7,3,8.0,28.0,980,1,2015
9795,1,2,5,-1.0,13.0,680,0,2015
9796,1,15,4,4.0,15.0,612,0,2015
9797,1,12,1,3.0,8.0,255,0,2015
9798,1,29,4,-5.0,14.0,892,0,2015
9799,1,6,2,24.0,32.0,223,1,2015
9800,1,6,2,-4.0,7.0,446,0,2015
9801,1,25,7,-1.0,15.0,1599,0,2015
9802,1,18,7,-4.0,14.0,1105,0,2015
9803,1,17,6,-8.0,12.0,602,0,2015
9804,1,18,7,-1.0,12.0,591,0,2015
9805,1,18,7,27.0,9.0,913,1,2015
9806,1,1,4,44.0,13.0,862,1,2015
9807,1,13,2,0.0,13.0,1721,0,2015
9808,1,9,5,-1.0,15.0,1076,0,2015
9809,1,12,1,5.0,20.0,2603,0,2015
9810,1,24,6,81.0,31.0,944,1,2015
9811,1,4,7,-7.0,45.0,119,1,2015
9812,1,23,5,27.0,13.0,308,1,2015
9813,1,22,4,-1.0,19.0,2176,0,2015
9814,1,20,2,37.0,16.0,1635,1,2015
9815,1,3,6,36.0,7.0,148,1,2015
9816,1,30,5,-4.0,13.0,280,0,2015
9817,1,1,4,0.0,12.0,2139,0,2015
9818,1,9,5,-5.0,20.0,812,0,2015
9819,1,3,6,3.0,20.0,429,1,2015
9820,1,3,6,81.0,7.0,216,1,2015
9821,1,5,1,65.0,16.0,416,1,2015
9822,1,15,4,-7.0,26.0,1042,0,2015
9823,1,14,3,0.0,23.0,73,1,2015
9824,1,1,4,29.0,19.0,247,1,2015
9825,1,8,4,-1.0,26.0,1750,0,2015
9826,1,4,7,12.0,10.0,532,0,2015
9827,1,23,5,-8.0,10.0,672,0,2015
9828,1,14,3,2.0,13.0,1589,0,2015
9829,1,5,1,98.0,30.0,760,1,2015
9830,1,23,5,-7.0,8.0,266,0,2015
9831,1,7,3,3.0,14.0,431,0,2015
9832,1,1,4,-6.0,10.0,1399,0,2015
9833,1,22,4,-5.0,4.0,262,0,2015
9834,1,20,2,-4.0,27.0,182,0,2015
9835,1,17,6,-3.0,13.0,762,0,2015
9836,1,16,5,0.0,7.0,849,0,2015
9837,1,18,7,-5.0,11.0,882,0,2015
9838,1,28,3,-7.0,9.0,1091,0,2015
9839,1,15,4,-5.0,23.0,554,0,2015
9840,1,18,7,-6.0,10.0,236,0,2015
9841,1,12,1,-3.0,18.0,369,0,2015
9842,1,29,4,-11.0,37.0,431,0,2015
9843,1,1,4,17.0,12.0,425,0,2015
9844,1,24,6,0.0,15.0,224,0,2015
9845,1,24,6,-5.0,13.0,731,0,2015
9846,1,29,4,130.0,16.0,731,1,2015
9847,1,13,2,0.0,27.0,909,0,2015
9848,1,1,4,-14.0,15.0,985,0,2015
9849,1,3,6,18.0,14.0,399,0,2015
9850,1,27,2,14.0,15.0,532,0,2015
9851,1,30,5,-1.0,7.0,916,0,2015
9852,1,21,3,1.0,13.0,408,0,2015
9853,1,14,3,-6.0,13.0,214,0,2015
9854,1,2,5,0.0,23.0,936,0,2015
9855,1,12,1,24.0,25.0,533,1,2015
9856,1,24,6,32.0,15.0,1209,0,2015
9857,1,30,5,8.0,33.0,867,1,2015
9858,1,23,5,-2.0,18.0,1055,0,2015
9859,1,21,3,0.0,11.0,109,0,2015
9860,1,16,5,0.0,15.0,181,0,2015
9861,1,14,3,-10.0,14.0,108,0,2015
9862,1,28,3,-5.0,17.0,408,0,2015
9863,1,25,7,-2.0,9.0,879,0,2015
9864,1,9,5,0.0,11.0,849,0,2015
9865,1,12,1,-7.0,35.0,1709,1,2015
9866,1,3,6,25.0,16.0,2486,1,2015
9867,1,29,4,-2.0,18.0,122,0,2015
9868,1,29,4,7.0,9.0,1750,0,2015
9869,1,3,6,62.0,13.0,1514,1,2015
9870,1,22,4,-1.0,11.0,84,0,2015
9871,1,6,2,-2.0,13.0,515,0,2015
9872,1,26,1,15.0,39.0,588,1,2015
9873,1,8,4,-2.0,10.0,302,0,2015
9874,1,22,4,9.0,11.0,488,0,2015
9875,1,6,2,25.0,44.0,2475,1,2015
9876,1,4,7,117.0,14.0,895,1,2015
9877,1,4,7,47.0,12.0,587,1,2015
9878,1,5,1,83.0,11.0,1189,1,2015
9879,1,27,2,-1.0,18.0,634,0,2015
9880,1,21,3,-2.0,42.0,228,1,2015
9881,1,19,1,-8.0,15.0,677,0,2015
9882,1,23,5,-5.0,20.0,485,0,2015
9883,1,21,3,-15.0,29.0,399,0,2015
9884,1,19,1,-8.0,16.0,651,0,2015
9885,1,1,4,7.0,13.0,365,0,2015
9886,1,1,4,-4.0,12.0,515,0,2015
9887,1,2,5,-4.0,22.0,1237,0,2015
9888,1,21,3,2.0,12.0,1598,0,2015
9889,1,2,5,1.0,12.0,668,0,2015
9890,1,4,7,-4.0,14.0,2640,0,2015
9891,1,11,7,-3.0,28.0,1276,0,2015
9892,1,15,4,-4.0,19.0,1119,0,2015
9893,1,14,3,-7.0,13.0,674,0,2015
9894,1,17,6,-3.0,18.0,563,0,2015
9895,1,29,4,-5.0,12.0,834,1,2015
9896,1,20,2,18.0,13.0,373,1,2015
9897,1,13,2,264.0,9.0,1023,1,2015
9898,1,12,1,-4.0,14.0,297,0,2015
9899,1,1,4,-10.0,20.0,223,0,2015
9900,1,3,6,64.0,18.0,229,1,2015
9901,1,27,2,-7.0,9.0,237,0,2015
9902,1,9,5,-3.0,19.0,650,0,2015
9903,1,2,5,-7.0,13.0,2176,0,2015
9904,1,23,5,18.0,10.0,453,0,2015
9905,1,8,4,-8.0,22.0,409,0,2015
9906,1,3,6,-1.0,9.0,239,0,2015
9907,1,30,5,-5.0,18.0,602,0,2015
9908,1,31,6,0.0,14.0,479,0,2015
9909,1,17,6,34.0,19.0,326,1,2015
9910,1,26,1,-2.0,20.0,612,1,2015
9911,1,24,6,-5.0,16.0,1440,0,2015
9912,1,5,1,33.0,19.0,1400,0,2015
9913,1,3,6,3.0,8.0,551,0,2015
9914,1,17,6,30.0,14.0,166,1,2015
9915,1,21,3,-6.0,14.0,516,0,2015
9916,1,13,2,-1.0,16.0,1086,0,2015
9917,1,23,5,-4.0,10.0,356,0,2015
9918,1,24,6,-1.0,15.0,481,0,2015
9919,1,3,6,-2.0,8.0,628,0,2015
9920,1,12,1,1.0,49.0,1521,1,2015
9921,1,29,4,-5.0,14.0,1814,0,2015
9922,1,20,2,-8.0,19.0,421,0,2015
9923,1,18,7,-1.0,8.0,308,0,2015
9924,1,19,1,-2.0,11.0,1979,0,2015
9925,1,5,1,21.0,55.0,1008,1,2015
9926,1,19,1,-5.0,23.0,240,0,2015
9927,1,15,4,-5.0,7.0,998,0,2015
9928,1,28,3,-3.0,26.0,338,0,2015
9929,1,25,7,-8.0,12.0,749,0,2015
9930,1,8,4,50.0,21.0,2475,1,2015
9931,1,25,7,-3.0,31.0,2311,1,2015
9932,1,15,4,8.0,12.0,373,0,2015
9933,1,11,7,-2.0,16.0,95,0,2015
9934,1,26,1,1.0,16.0,224,0,2015
9935,1,6,2,-2.0,13.0,1121,0,2015
9936,1,20,2,-7.0,12.0,421,0,2015
9937,1,29,4,-5.0,12.0,569,0,2015
9938,1,2,5,0.0,21.0,2176,0,2015
9939,1,3,6,-8.0,21.0,313,0,2015
9940,1,16,5,102.0,26.0,419,1,2015
9941,1,20,2,-5.0,14.0,432,0,2015
9942,1,15,4,0.0,13.0,451,0,2015
9943,1,10,6,1.0,10.0,842,0,2015
9944,1,2,5,26.0,12.0,617,0,2015
9945,1,2,5,19.0,17.0,296,1,2015
9946,1,21,3,-4.0,27.0,585,0,2015
9947,1,18,7,-5.0,27.0,852,0,2015
9948,1,16,5,27.0,9.0,347,1,2015
9949,1,27,2,-8.0,13.0,257,0,2015
9950,1,24,6,-5.0,11.0,69,0,2015
9951,1,4,7,1.0,11.0,390,0,2015
9952,1,15,4,-3.0,17.0,1069,0,2015
9953,1,24,6,40.0,10.0,787,1,2015
9954,1,2,5,-1.0,27.0,667,0,2015
9955,1,11,7,12.0,12.0,862,0,2015
9956,1,14,3,-2.0,7.0,365,0,2015
9957,1,25,7,31.0,16.0,1144,1,2015
9958,1,10,6,2.0,27.0,405,1,2015
9959,1,17,6,0.0,9.0,1121,0,2015
9960,1,23,5,-9.0,12.0,759,0,2015
9961,1,7,3,51.0,22.0,685,1,2015
9962,1,6,2,-4.0,9.0,293,0,2015
9963,1,1,4,-6.0,10.0,369,0,2015
9964,1,23,5,-5.0,12.0,594,1,2015
9965,1,26,1,85.0,12.0,1448,1,2015
9966,1,30,5,-6.0,9.0,912,0,2015
9967,1,25,7,-7.0,14.0,224,0,2015
9968,1,29,4,-4.0,43.0,1609,0,2015
9969,1,25,7,-4.0,13.0,545,0,2015
9970,1,8,4,13.0,17.0,577,0,2015
9971,1,21,3,3.0,8.0,671,0,2015
9972,1,7,3,-2.0,13.0,547,0,2015
9973,1,10,6,-3.0,9.0,468,0,2015
9974,1,20,2,-4.0,20.0,2378,0,2015
9975,1,18,7,-14.0,3.0,184,0,2015
9976,1,8,4,-3.0,11.0,1416,0,2015
9977,1,15,4,-11.0,18.0,857,0,2015
9978,1,7,3,50.0,22.0,1404,1,2015
9979,1,17,6,1.0,18.0,370,0,2015
9980,1,18,7,-3.0,19.0,515,0,2015
9981,1,27,2,-4.0,9.0,631,0,2015
9982,1,21,3,-2.0,9.0,503,0,2015
9983,1,9,5,93.0,22.0,1197,1,2015
9984,1,1,4,47.0,12.0,1773,1,2015
9985,1,21,3,0.0,24.0,581,0,2015
9986,1,15,4,-2.0,16.0,447,0,2015
9987,1,24,6,14.0,14.0,300,0,2015
9988,1,22,4,16.0,16.0,491,1,2015
9989,1,31,6,-7.0,12.0,587,0,2015
9990,1,18,7,18.0,18.0,407,0,2015
9991,1,16,5,11.0,11.0,460,1,2015
9992,1,12,1,-7.0,9.0,577,0,2015
9993,1,9,5,27.0,28.0,89,1,2015
9994,1,14,3,-4.0,9.0,871,0,2015
9995,1,9,5,-8.0,25.0,872,0,2015
9996,1,1,4,0.0,9.0,1062,0,2015
9997,1,20,2,-5.0,14.0,255,0,2015
9998,1,29,4,-5.0,13.0,2585,0,2015
9999,1,1,4,-4.0,35.0,550,0,2015
10000,1,27,2,-5.0,10.0,1703,0,2015
10001,1,28,3,-7.0,19.0,738,0,2015
10002,1,3,6,56.0,28.0,1092,1,2015
10003,1,30,5,0.0,11.0,546,0,2015
10004,1,29,4,0.0,12.0,361,0,2015
10005,1,5,1,-6.0,24.0,328,0,2015
10006,1,25,7,-4.0,28.0,528,1,2015
10007,1,29,4,-19.0,11.0,190,0,2015
10008,1,17,6,40.0,16.0,824,1,2015
10009,1,5,1,-7.0,13.0,163,0,2015
10010,1,5,1,31.0,17.0,624,1,2015
10011,1,4,7,0.0,37.0,1660,0,2015
10012,1,5,1,-6.0,12.0,1846,0,2015
10013,1,28,3,-4.0,19.0,1042,0,2015
10014,1,18,7,-5.0,11.0,583,0,2015
10015,1,28,3,49.0,9.0,1620,1,2015
